int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1362	1097	1	文斯	2102	2	1102	0	1402	1501	1902;1904;1907;1903;1935	1602;1601	未来世界，人类已经可以自由运用基因技术来进行优生优育。文斯（主角）是一个基因“不良”的人，自然受孕的他一出生就决定了他近视和心脏病的缺陷，并且预估寿命只有30岁。于是父母又生了一个通过基因优选而诞生的弟弟安东尼（配角）。 文斯梦想成为宇航员，却因自己的基因缺陷无法实现，直到遇见杰罗姆（主角）。杰罗姆基因优秀，却因为一次意外半身瘫痪。两人交换了身份，文斯每天小心翼翼的隐藏一切可能泄露自己真实身份的线索，并通过优异的工作表现赢得了上司汤姆（配角）的信赖与同事伊莲娜（主角）的好感。眼看就能实现自己的梦想，却因公司发生的一起意外谋杀案而面临身份被戳破的危险…
1363	1097	2	杰罗姆	2102	2	1102	1202	0	1501	1902;1931;1922;1934;1928	1603;1602	未来世界，人类已经可以自由运用基因技术来进行优生优育。文斯（主角）是一个基因“不良”的人，自然受孕的他一出生就决定了他近视和心脏病的缺陷，并且预估寿命只有30岁。于是父母又生了一个通过基因优选而诞生的弟弟安东尼（配角）。 文斯梦想成为宇航员，却因自己的基因缺陷无法实现，直到遇见杰罗姆（主角）。杰罗姆基因优秀，却因为一次意外半身瘫痪。两人交换了身份，文斯每天小心翼翼的隐藏一切可能泄露自己真实身份的线索，并通过优异的工作表现赢得了上司汤姆（配角）的信赖与同事伊莲娜（主角）的好感。眼看就能实现自己的梦想，却因公司发生的一起意外谋杀案而面临身份被戳破的危险…
1364	1097	3	伊莲娜	2103	1	1101	0	1401	1501	1902;1903;1904;1932;1935	1601;1603	未来世界，人类已经可以自由运用基因技术来进行优生优育。文斯（主角）是一个基因“不良”的人，自然受孕的他一出生就决定了他近视和心脏病的缺陷，并且预估寿命只有30岁。于是父母又生了一个通过基因优选而诞生的弟弟安东尼（配角）。 文斯梦想成为宇航员，却因自己的基因缺陷无法实现，直到遇见杰罗姆（主角）。杰罗姆基因优秀，却因为一次意外半身瘫痪。两人交换了身份，文斯每天小心翼翼的隐藏一切可能泄露自己真实身份的线索，并通过优异的工作表现赢得了上司汤姆（配角）的信赖与同事伊莲娜（主角）的好感。眼看就能实现自己的梦想，却因公司发生的一起意外谋杀案而面临身份被戳破的危险…
1365	1097	4	安东尼	2104	2	0	1201	0	0	1902;1903;1914;1922;1934	1602;1605	未来世界，人类已经可以自由运用基因技术来进行优生优育。文斯（主角）是一个基因“不良”的人，自然受孕的他一出生就决定了他近视和心脏病的缺陷，并且预估寿命只有30岁。于是父母又生了一个通过基因优选而诞生的弟弟安东尼（配角）。 文斯梦想成为宇航员，却因自己的基因缺陷无法实现，直到遇见杰罗姆（主角）。杰罗姆基因优秀，却因为一次意外半身瘫痪。两人交换了身份，文斯每天小心翼翼的隐藏一切可能泄露自己真实身份的线索，并通过优异的工作表现赢得了上司汤姆（配角）的信赖与同事伊莲娜（主角）的好感。眼看就能实现自己的梦想，却因公司发生的一起意外谋杀案而面临身份被戳破的危险…
1366	1097	5	汤姆	2104	2	0	0	0	0	1941;1910;1911;1921;1930	1603;1601	未来世界，人类已经可以自由运用基因技术来进行优生优育。文斯（主角）是一个基因“不良”的人，自然受孕的他一出生就决定了他近视和心脏病的缺陷，并且预估寿命只有30岁。于是父母又生了一个通过基因优选而诞生的弟弟安东尼（配角）。 文斯梦想成为宇航员，却因自己的基因缺陷无法实现，直到遇见杰罗姆（主角）。杰罗姆基因优秀，却因为一次意外半身瘫痪。两人交换了身份，文斯每天小心翼翼的隐藏一切可能泄露自己真实身份的线索，并通过优异的工作表现赢得了上司汤姆（配角）的信赖与同事伊莲娜（主角）的好感。眼看就能实现自己的梦想，却因公司发生的一起意外谋杀案而面临身份被戳破的危险…
1367	1098	1	洛根	2102	2	1102	0	0	0	1907;1934;1926;1938;1935	1601;1602	西部荒野上，洛根（主角）突然醒来，发现自己失去了记忆，身上仅有手腕上的一个神秘金属装置。为了找回失去的记忆，洛根来到附近的小镇却发现小镇居民对他并不友好，如果他想待在小镇上还必须得到福特这位小镇开拓者的首肯才行。但此时小镇上突然出现了几艘诡异的外星飞船并劫走了很多镇民。洛根与邂逅的神秘女子阿曼达（主角）以及警长哈里森等人一路追击，解救镇民的同时也慢慢了解到自己身上发生的一切…
1368	1098	2	阿曼达	2103	1	1101	0	0	0	1902;1903;1904;1932;1928	1603;1605	西部荒野上，洛根（主角）突然醒来，发现自己失去了记忆，身上仅有手腕上的一个神秘金属装置。为了找回失去的记忆，洛根来到附近的小镇却发现小镇居民对他并不友好，如果他想待在小镇上还必须得到福特这位小镇开拓者的首肯才行。但此时小镇上突然出现了几艘诡异的外星飞船并劫走了很多镇民。洛根与邂逅的神秘女子阿曼达（主角）以及警长哈里森等人一路追击，解救镇民的同时也慢慢了解到自己身上发生的一切…
1369	1099	1	韦恩	2102	2	1102	1201	1402	1501	1902;1922;1935;1926;1910	1602;1601	在不久的未来，VR技术已经渗透到了人类生活的每一个角落。威克逊（配角）一手建造了名为“阿瓦隆”的虚拟现实游戏世界，临终前，他宣布：“我把阿瓦隆的继承权做成彩蛋放到游戏中了，想要的人，就去游戏中找吧！”由此开启了大寻宝时代。要找到彩蛋必须先获得三把钥匙，而寻找钥匙的线索就隐藏在威克逊的过往之中。 韦恩（主角）与游戏中的好友以及之后遇见的奥利维亚（主角）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是以迈克尔（反派）为首的大资本家集团。
1370	1099	2	奥利维亚	2103	1	1101	1201	1402	1501	1902;1932;1926;1935;1903	1602;1603	在不久的未来，VR技术已经渗透到了人类生活的每一个角落。威克逊（配角）一手建造了名为“阿瓦隆”的虚拟现实游戏世界，临终前，他宣布：“我把阿瓦隆的继承权做成彩蛋放到游戏中了，想要的人，就去游戏中找吧！”由此开启了大寻宝时代。要找到彩蛋必须先获得三把钥匙，而寻找钥匙的线索就隐藏在威克逊的过往之中。 韦恩（主角）与游戏中的好友以及之后遇见的奥利维亚（主角）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是以迈克尔（反派）为首的大资本家集团。
1371	1099	3	威克逊	2104	2	0	0	0	0	1946;1922;1935;1921;1941	1603;1605	在不久的未来，VR技术已经渗透到了人类生活的每一个角落。威克逊（配角）一手建造了名为“阿瓦隆”的虚拟现实游戏世界，临终前，他宣布：“我把阿瓦隆的继承权做成彩蛋放到游戏中了，想要的人，就去游戏中找吧！”由此开启了大寻宝时代。要找到彩蛋必须先获得三把钥匙，而寻找钥匙的线索就隐藏在威克逊的过往之中。 韦恩（主角）与游戏中的好友以及之后遇见的奥利维亚（主角）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是以迈克尔（反派）为首的大资本家集团。
1372	1099	4	迈克尔	2107	2	1102	0	0	1502	1910;1923;1943;1930;1940	1601;1605	在不久的未来，VR技术已经渗透到了人类生活的每一个角落。威克逊（配角）一手建造了名为“阿瓦隆”的虚拟现实游戏世界，临终前，他宣布：“我把阿瓦隆的继承权做成彩蛋放到游戏中了，想要的人，就去游戏中找吧！”由此开启了大寻宝时代。要找到彩蛋必须先获得三把钥匙，而寻找钥匙的线索就隐藏在威克逊的过往之中。 韦恩（主角）与游戏中的好友以及之后遇见的奥利维亚（主角）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是以迈克尔（反派）为首的大资本家集团。
1373	1100	1	杰克	2102	2	1102	0	1401	1501	1938;1901;1907;1931;1922	1601;1602	空军飞行员杰克（主角）突然惊醒，发现自己在一辆高速行驶的列车上，而他的身边坐着一个素不相识的女子克里斯蒂娜（主角）正在与自己讲话。杰克完全不清楚自己怎么会在这里，这个女子又是谁，正在这时，列车上忽然发生爆炸……杰克再次惊醒，发现自己身处一个密闭的太空仓里，有一位女军官凯特（配角）正在通过视频和自己对话并要求他报告列车上的情况。之后杰克终于明白自己正在执行一次任务，找出列车爆炸背后的犯人。但在调查过程中，他发现自己其实已经在一周前死去…
1374	1100	2	克里斯蒂娜	2103	1	1101	1201	0	0	1902;1932;1904;1935;1903	1602;1603	空军飞行员杰克（主角）突然惊醒，发现自己在一辆高速行驶的列车上，而他的身边坐着一个素不相识的女子克里斯蒂娜（主角）正在与自己讲话。杰克完全不清楚自己怎么会在这里，这个女子又是谁，正在这时，列车上忽然发生爆炸……杰克再次惊醒，发现自己身处一个密闭的太空仓里，有一位女军官凯特（配角）正在通过视频和自己对话并要求他报告列车上的情况。之后杰克终于明白自己正在执行一次任务，找出列车爆炸背后的犯人。但在调查过程中，他发现自己其实已经在一周前死去…
1375	1100	3	凯特	2104	2	0	0	0	0	1901;1927;1932;1931;1904	1603;1605	空军飞行员杰克（主角）突然惊醒，发现自己在一辆高速行驶的列车上，而他的身边坐着一个素不相识的女子克里斯蒂娜（主角）正在与自己讲话。杰克完全不清楚自己怎么会在这里，这个女子又是谁，正在这时，列车上忽然发生爆炸……杰克再次惊醒，发现自己身处一个密闭的太空仓里，有一位女军官凯特（配角）正在通过视频和自己对话并要求他报告列车上的情况。之后杰克终于明白自己正在执行一次任务，找出列车爆炸背后的犯人。但在调查过程中，他发现自己其实已经在一周前死去…
1376	1101	1	里奥	2101	2	0	1201	0	0	1913;1926;1907;1934;1922	1601;1602	里奥（主角），身处矩阵中而不自知的黑客，被威廉找到后来到真实世界，并开始反抗矩阵。
1377	1101	2	朱莉安	2101	2	0	0	0	0	1926;1902;1932;1903;1924	1602;1603	朱莉安（主角），里奥的爱人，并且也是威廉的助手，帮助其他人逃离矩阵。
1378	1101	3	威廉	2104	2	0	0	0	0	1926;1910;1948;1907;1934	1601;1605	威廉（配角），他的黑客组织是保护人类最后城市的壁垒，一直坚信里奥是这个世界的救世主，并切身引导着里奥。
1379	1101	4	特工	2107	2	0	0	1401	0	1926;1923;1914;1934;1943	1601;1603	特工（反派），矩阵的杀毒程序，本身没有实体，因此被赋予了超越常人的能力，是里奥最大的对手。
1380	1102	1	蒙特	2102	2	1102	0	0	0	1922;1946;1921;1907;1934	1601;1603	蒙特（主角），植物学家，在火星探索中因为意外而没有及时登上返航的飞船，因此需要一个人直面火星的挑战。
1381	1102	2	桑德拉	2101	2	0	0	0	0	1922;1904;1910;1902;1927	1602;1601	桑德拉（主角），火星探测组指挥官，在了解达蒙被遗弃在火星上后，拼死营救。
1382	1102	3	利维	2104	2	0	0	0	0	1922;1946;1902;1903;1904	1603;1602	利维（配角），探测组的医疗官，负责保障每一个成员的身体和心理健康。
1383	1102	4	奈特	2104	2	0	0	0	0	1922;1907;1934;1946;1921	1601;1605	奈特（配角），宇航局局长，在是否营救蒙特的问题上有所迟疑。
1384	1103	1	希尔	2102	2	1102	1201	1402	1501	1902;1903;1908;1917;1928	1601;1602	在遥远的星际有善邪两派汽车人，邪派机器人首领霸虎（反派）派出手下去寻找一件遗失的宝物。这件宝物在高中生希尔（主角）手中，但他只以为那是一个破旧的老古董。这时希尔的父亲送了一辆破车给他，这辆车恰好就是善派汽车人烈蜂（主角）的变形。烈蜂帮希尔交上了漂亮的女朋友摩根（主角），但他们也被霸虎的手下发现并袭击。两派机器人之间的战争已经打响...
